327,TJIRRKARLI,TJIRRKARLI 0872 NT,17,,,,,0,tjirrkarli-0872,0872
328,TJUKURLA,TJUKURLA 0872 NT,17,,,,,0,tjukurla-0872,0872
329,WALLACE ROCKHOLE,WALLACE ROCKHOLE 0872 NT,17,,,,,0,wallace-rockhole-0872,0872
330,WILLOWRA,WILLOWRA 0872 NT,17,,,,,0,willowra-0872,0872
331,WILORA,WILORA 0872 NT,17,,,,,0,wilora-0872,0872
332,WINGELLINA,WINGELLINA 0872 NT,17,,,,,0,wingellina-0872,0872
333,WUTUNUGURRA,WUTUNUGURRA 0872 NT,17,,,,,0,wutunugurra-0872,0872
334,YUELAMU,YUELAMU 0872 NT,17,,,,,0,yuelamu-0872,0872
335,YUENDUMU,YUENDUMU 0872 NT,17,,,,,0,yuendumu-0872,0872
336,YULARA,YULARA 0872 NT,17,,,,,0,yulara-0872,0872
337,GAPUWIYAK,GAPUWIYAK 0880 NT,17,,,,,0,gapuwiyak-0880,0880
348,THE UNIVERSITY OF SYDNEY,THE UNIVERSITY OF SYDNEY 2006 NSW,20,,,,,0,the-university-of-sydney-2006,2006
349,ULTIMO,ULTIMO 2007 NSW,20,,,,,0,ultimo-2007,2007
350,CHIPPENDALE,CHIPPENDALE 2008 NSW,20,,,,,0,chippendale-2008,2008
351,PYRMONT,PYRMONT 2009 NSW,20,,,,,0,pyrmont-2009,2009
352,DARLINGHURST,DARLINGHURST 2010 NSW,20,,,,,0,darlinghurst-2010,2010
353,SURRY HILLS,SURRY HILLS 2010 NSW,20,,,,,0,surry-hills-2010,2010
354,ELIZABETH BAY,ELIZABETH BAY 2011 NSW,20,,,,,0,elizabeth-bay-2011,2011
355,POTTS POINT,POTTS POINT 2011 NSW,20,,,,,0,potts-point-2011,2011
356,RUSHCUTTERS BAY,RUSHCUTTERS BAY 2011 NSW,20,,,,,0,rushcutters-bay-2011,2011
357,WOOLLOOMOOLOO,WOOLLOOMOOLOO 2011 NSW,20,,,,,0,woolloomooloo-2011,2011
358,ALEXANDRIA,ALEXANDRIA 2015 NSW,20,,,,,0,alexandria-2015,2015
359,BEACONSFIELD,BEACONSFIELD 2015 NSW,20,,,,,0,beaconsfield-2015,2015
360,EVELEIGH,EVELEIGH 2015 NSW,20,,,,,0,eveleigh-2015,2015
361,REDFERN,REDFERN 2016 NSW,20,,,,,0,redfern-2016,2016
362,WATERLOO,WATERLOO 2017 NSW,20,,,,,0,waterloo-2017,2017
363,ZETLAND,ZETLAND 2017 NSW,20,,,,,0,zetland-2017,2017
364,EASTLAKES,EASTLAKES 2018 NSW,20,,,,,0,eastlakes-2018,2018
365,ROSEBERY,ROSEBERY 2018 NSW,20,,,,,0,rosebery-2018,2018
366,BANKSMEADOW,BANKSMEADOW 2019 NSW,20,,,,,0,banksmeadow-2019,2019
449,NAREMBURN,NAREMBURN 2065 NSW,20,,,,,0,naremburn-2065,2065
377,BONDI,BONDI 2026 NSW,20,,,,,0,bondi-2026,2026
378,BONDI BEACH,BONDI BEACH 2026 NSW,20,,,,,0,bondi-beach-2026,2026
