CABARITA 2137 NSW,-33.84802,151.11485
CONCORD 2137 NSW,-33.85985,151.10191
MORTLAKE 2137 NSW,-33.8405772,151.1060971
NORTH STRATHFIELD 2137 NSW,-33.8604,151.08856
CONCORD WEST 2138 NSW,-33.8462611,151.0908086
RHODES 2138 NSW,-33.82821,151.08569
CONCORD REPATRIATION HOSPITAL 2139 NSW,-33.8368152,151.0944475
SOUTH GRANVILLE 2142 NSW,-33.8577224,151.0107506
BIRRONG 2143 NSW,-33.893,151.023
POTTS HILL 2143 NSW,-33.89,151.03
REGENTS PARK 2143 NSW,-33.88572,151.02833
AUBURN 2144 NSW,-33.8485157,151.0296696
CONSTITUTION HILL 2145 NSW,-33.7945,150.9765
GIRRAWEEN 2145 NSW,-33.80128,150.94305
GREYSTANES 2145 NSW,-33.823244,150.943633
MAYS HILL 2145 NSW,-33.8206367,150.9881962
PEMULWUY 2145 NSW,-33.817,150.926
PENDLE HILL 2145 NSW,-33.80739,150.95518
SOUTH WENTWORTHVILLE 2145 NSW,-33.82344,150.96541
WENTWORTHVILLE 2145 NSW,-33.807,150.97259
WESTMEAD 2145 NSW,-33.80829,150.98208
OLD TOONGABBIE 2146 NSW,-33.787,150.966
TOONGABBIE 2146 NSW,-33.78606,150.95645
PARRAMATTA 2150 NSW,-33.815,151.001111
NORTH PARRAMATTA 2151 NSW,-33.8032,151.0055
NORTH ROCKS 2151 NSW,-33.77607,151.01984
NORTHMEAD 2152 NSW,-33.7902573,150.9918338
BAULKAM HILLS 2153 NSW,-33.76288,150.99212
BAULKHAM HILLS 2153 NSW,-33.76288,150.99212
BELLA VISTA 2153 NSW,-33.742,150.955
WINSTON HILLS 2153 NSW,-33.77747,150.97788
CASTLE HILL 2154 NSW,-33.7270691,150.9947439
BEAUMONT HILLS 2155 NSW,-33.7,150.941
KELLYVILLE 2155 NSW,-33.71053,150.95114
KELLYVILLE RIDGE 2155 NSW,-33.703,150.919
ROUSE HILL 2155 NSW,-33.68162,150.91552
ANNANGROVE 2156 NSW,-33.65255,150.94096
GLENHAVEN 2156 NSW,-33.70547,151.00334
KENTHURST 2156 NSW,-33.6693,151.00158
CANOELANDS 2157 NSW,-33.50824,151.06178
FOREST GLEN 2157 NSW,-33.55054,151.01974
GLENORIE 2157 NSW,-33.60224,151.00247
DURAL 2158 NSW,-33.682,151.029
MIDDLE DURAL 2158 NSW,-33.6408817,151.0180269
CHESTER HILL 2162 NSW,-33.87838,151.00443
SEFTON 2162 NSW,-33.88836,151.00713
CARRAMAR 2163 NSW,-33.88605,150.96442
VILLAWOOD 2163 NSW,-33.88610000000001,150.9788
SMITHFIELD 2164 NSW,-33.8535722,150.9406861
WETHERILL PARK 2164 NSW,-33.84975000000001,150.91101
WOODPARK 2164 NSW,-33.84182699999999,150.962577
FAIRFIELD 2165 NSW,-33.87028,150.95622
FAIRFIELD EAST 2165 NSW,-33.87177,150.97346
